name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
demand for fitness equipment,rec7j4fjyQT5KZlOD,Demand for fitness equipment,,,,resource,demand,for,,fitness equipment,,,,manufactured,,,,134,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Ti0gm8Y5H2n5Ab,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
demand for fitness equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Demand for fitness equipment",rec7j4fjyQT5KZlOD,,
demand for home cooking,recIC52q7sPikmXk8,Demand for home cooking,,,,resource,demand,for,,home cooking,,,,social,,,,135,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,uB13tHA1UCKH6G,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
demand for home cooking

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Demand for home cooking",recIC52q7sPikmXk8,,
demand for personal protective equipment,recaZ3gBtQhqt5DLo,Demand for personal protection equipment,,,,resource,demand,for,,personal protective equipment,,,,manufactured,,,,136,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,WYZhE3Yt2LtnxW,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
demand for personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Demand for personal protection equipment",recaZ3gBtQhqt5DLo,,
demand for products,recF4t71AlAul4lMW,Demand for products,,,,resource,demand,for,,products,,,,manufactured,,,,137,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,r3p84atM6Ds5yu,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
demand for products

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Demand for products",recF4t71AlAul4lMW,,
demand for secondhand laptops,recFCD1HGMBiqn8qu,Demand for secondhand laptops,,,,resource,demand,for,,secondhand laptops,,,,manufactured,,,,138,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,rBz2KgUNUILSc2,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
demand for secondhand laptops

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Demand for secondhand laptops",recFCD1HGMBiqn8qu,,
desire for protection from virus,recXVdugY7tP5iVSu,Desire for protection from virus,,,,attitude,desire,for,,protection from virus,,,,individual/human,,,,139,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,JU9vjyfFrnGFE2,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
desire for protection from virus

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire for protection from virus",recXVdugY7tP5iVSu,,
desire for social harmony,recWLW6VYM7XgDi2X,Desire for social harmony,,,,attitude,desire,for,,social harmony,,,,individual/human,,,,140,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,IKS7YyUjzy12Ov,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
desire for social harmony

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire for social harmony",recWLW6VYM7XgDi2X,,
wish to be outside,recV7Kpou1Al7sCuU,Desire to be outside,,,,attitude,wish,to,,be outside,,,,individual/human,,,,141,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,H6Gqr49MXpQmgs,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to be outside

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to be outside",recV7Kpou1Al7sCuU,,
wish to continue virtual events,recaN5PUsbCQKmNv9,Desire to continue virtual events,,,,attitude,wish,to,,continue virtual events,,,,individual/human,,,,142,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,WM1QX2jOs2KxhH,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to continue virtual events

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to continue virtual events",recaN5PUsbCQKmNv9,,
desire for foods that are difficult to cook at home,recQah338agNJB2wA,Desire to eat foods that are hard to prepare at home,,,,attitude,desire,for,,foods that are difficult to cook at home,,,,individual/human,,,,143,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,C9d46Iisp1ZMi8,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
desire for foods that are difficult to cook at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to eat foods that are hard to prepare at home",recQah338agNJB2wA,,
wish to eat out,recNEgE970wTBgd8n,Desire to eat out,,,,attitude,wish,to,,eat out,,,,individual/human,,,,144,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,zDcFcH8IvTEXUV,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to eat out

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to eat out",recNEgE970wTBgd8n,,
wish to exercise at home,recRFwisOIbAfiYKM,Desire to exercise at home,,,,attitude,wish,to,,exercise at home,,,,individual/human,,,,145,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,DEsjvoQncxGIwk,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to exercise at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to exercise at home",recRFwisOIbAfiYKM,,
wish to go to the hospital,rec6RZfZBD7Qe84ip,Desire to go to the hospital,,,,attitude,wish,to,,go to the hospital,,,,individual/human,,,,146,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,SQVg2bLjswwO4X,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to go to the hospital

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to go to the hospital",rec6RZfZBD7Qe84ip,,
wish to acquire new career skills,recwvhIuj6ztzTk4E,Desire to learn new skills to switch careers,,,,attitude,wish,to,,acquire new career skills,,,,individual/human,,,,147,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,iudJxTeL5Rh4Qc,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to acquire new career skills

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to learn new skills to switch careers",recwvhIuj6ztzTk4E,,
wish to limit outdoor social interactions,recpvclhU1luWvcSl,Desire to limit outdoor social interactions,,,,attitude,wish,to,,limit outdoor social interactions,,,,individual/human,,,,148,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,bu8mku9x6eTWET,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to limit outdoor social interactions

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to limit outdoor social interactions",recpvclhU1luWvcSl,,
wish to relocate,recCSmDQLRBxdM1mw,Desire to move cities,,,,attitude,wish,to,,relocate,,,,individual/human,,,,149,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,oRiETlZN9vaL84,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to relocate

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to move cities",recCSmDQLRBxdM1mw,,
wish to reciprocate assistance,recrRaY2RDzvaWWj2,Desire to reciprocate help from others,,,,attitude,wish,to,,reciprocate assistance,,,,individual/human,,,,150,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,dQ6Z5rLL7skG5A,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to reciprocate assistance

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to reciprocate help from others",recrRaY2RDzvaWWj2,,
wish to share knowledge,recS4LKQpu7K1GezR,Desire to share knowledge ,,,,attitude,wish,to,,share knowledge,,,,individual/human,,,,151,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,E3HLTZCjmj4Ylp,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to share knowledge

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to share knowledge ",recS4LKQpu7K1GezR,,
wish to smoke,recoBI8rG6OlBzW6W,Desire to smoke,,,,attitude,wish,to,,smoke,,,,individual/human,,,,152,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,aAE9uge0XTXGSu,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to smoke

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to smoke",recoBI8rG6OlBzW6W,,
wish to spend less on personal protective equipment,recJT1TI7Sa1oUnoD,Desire to spend less on personal protection equipment,,,,attitude,wish,to,,spend less on personal protective equipment,,,,individual/human,,,,153,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,vSXULH0mDGi7ab,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to spend less on personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to spend less on personal protection equipment",recJT1TI7Sa1oUnoD,,
wish to spend more time with family at home,recoY0SDJxTKlxJ39,Desire to spend more time with family at home,,,,attitude,wish,to,,spend more time with family at home,,,,individual/human,,,,154,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,aXWTGjF5mDVtPH,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to spend more time with family at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to spend more time with family at home",recoY0SDJxTKlxJ39,,
wish to start a new business,reccfjMX7w6GNbrCl,Desire to start a new business,,,,attitude,wish,to,,start a new business,,,,individual/human,,,,155,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,YefN0HEii5zboT,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to start a new business

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to start a new business",reccfjMX7w6GNbrCl,,
wish to travel,recLuyqs9M9J5npRY,Desire to travel,,,,attitude,wish,to,,travel,,,,individual/human,,,,156,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,xturvJUllnL9Dw,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to travel

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to travel",recLuyqs9M9J5npRY,,
wish to travel | to countryside,recdmBN3xMvILQToB,Desire to travel to countryside,,,,attitude,wish,to,,travel,to countryside,,,individual/human, | to countryside,,,157,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ZlxO67UHk3eDa9,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to travel | to countryside

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to travel to countryside",recdmBN3xMvILQToB,,
wish to mask,recY5NWk8RaSYLFbj,Desire to wear a mask,,,,attitude,wish,to,,mask,,,,individual/human,,,,158,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,K4JXnIZmug9pXR,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to mask

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to wear a mask",recY5NWk8RaSYLFbj,,
wish to mask | in public outdoor spaces,recX7oBgVHyvwz6PE,Desire to wear mask while in public outdoor spaces,,,,attitude,wish,to,,mask,in public outdoor spaces,,,individual/human, | in public outdoor spaces,,,159,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,J6kCjvPK7OXQBc,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to mask | in public outdoor spaces

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to wear mask while in public outdoor spaces",recX7oBgVHyvwz6PE,,
wish to work remotely | from home,reccYBoVcNsMSeipI,Desire to work from home,,,,attitude,wish,to,,work remotely,from home,,,individual/human, | from home,,,160,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,YXxpYMVEoaC2bg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to work remotely | from home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to work from home",reccYBoVcNsMSeipI,,
wish to work remotely,recYjwtVyREIobUrB,Desire to work remotely,,,,attitude,wish,to,,work remotely,,,,individual/human,,,,161,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,KisuY8ZQkGzEd9,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to work remotely

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to work remotely",recYjwtVyREIobUrB,,
wish to work remotely | after the COVID-19 pandemic,recH6wVYcIMhjdkrm,Desire to work remotely after pandemic,,,,attitude,wish,to,,work remotely,,after the COVID-19 pandemic,,individual/human, | after the COVID-19 pandemic,,,162,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,t5sW1MQYTBB4dU,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to work remotely | after the COVID-19 pandemic

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Desire to work remotely after pandemic",recH6wVYcIMhjdkrm,,
difficulty of physical activity,rec2N3mNKpFvyAYme,Difficulty of physical activity,,,,experience,difficulty,of,,physical activity,,,,individual/human,,,,163,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OMZnQkxR7QYI8M,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
difficulty of physical activity

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Difficulty of physical activity",rec2N3mNKpFvyAYme,,
distance from loved ones,recqsgyUgee4pHfDG,Distance from loved ones,,,,measurement,distance,from,,loved ones,,,,social,,,,164,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,crczXQmqGH5Zpe,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
distance from loved ones

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Distance from loved ones",recqsgyUgee4pHfDG,,
disturbance to neighbors,recKqjUDUs0RJbeqc,Disturbances caused to neighbors,,,,action/event,disturbance,to,,neighbors,,,,social,,,,165,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,wpfVGuAct1zYcK,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
disturbance to neighbors

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Disturbances caused to neighbors",recKqjUDUs0RJbeqc,,
duration of COVID-19 pandemic,recCs932VzAK6SFLl,Duration of pandemic,,,,time,duration,of,,COVID-19 pandemic,,,,social,,,,166,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,or545vHMmogpxT,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
duration of COVID-19 pandemic

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Duration of pandemic",recCs932VzAK6SFLl,,
difficulty of communication,recKANkn4gJqsrU0h,Ease of communication with others,,checked,,experience,difficulty,of,,communication,,,,social,,,,167,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,wzJlqEoV2KPEMP,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
difficulty of communication

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Ease of communication with others",recKANkn4gJqsrU0h,,
condition of green space ecosystems,recdpMBbv7XPcroMT,Ecological health of outdoor nature spots,,,,state,condition,of,,green space ecosystems,,,,ecological/natural,,,,168,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ZoICe5f9ruP8yr,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
condition of green space ecosystems

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Ecological health of outdoor nature spots",recdpMBbv7XPcroMT,,
efficiency of grocery trips,recqmFafJVGPEuStg,Efficiency of grocery shopping visits,,,,action/event,efficiency,of,,grocery trips,,,,individual/human,,,,169,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,clBbij3SrWSCfO,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
efficiency of grocery trips

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Efficiency of grocery shopping visits",recqmFafJVGPEuStg,,
efficiency of learning,rec4hPVtaksFhiK49,Efficiency of learning,,,,action/event,efficiency,of,,learning,,,,individual/human,,,,170,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,QgLWwKsEhzGuQH,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
efficiency of learning

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Efficiency of learning",rec4hPVtaksFhiK49,,
satisfaction with cooking at home,recAlKZpELmUItAF5,Enjoyment experienced from cooking at home,,,,emotion,satisfaction,with,,cooking at home,,,,individual/human,,,,171,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,mkG0seTyw0RkrD,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
satisfaction with cooking at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Enjoyment experienced from cooking at home",recAlKZpELmUItAF5,,
fatigue from shopping | mental,receCWtUsVJLSvoRo,Exhaustion from purchasing products,,,,experience,fatigue,from,,shopping,,,mental,individual/human, | mental,,,172,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,0BSuX23VnaT8DW,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
fatigue from shopping | mental

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Exhaustion from purchasing products",receCWtUsVJLSvoRo,,
strength of anti-mask sentiment,recQfg2XC7HMl19gC,Explicitness of personal political ideologies on masks ,,,,state,strength,of,,anti-mask sentiment,,,,individual/human,,,,173,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Cec30cfToDpT2a,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
strength of anti-mask sentiment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Explicitness of personal political ideologies on masks ",recQfg2XC7HMl19gC,,
access to natural light,recTLPH2cPDES12kp,Exposure to natural light,,,,resource,access,to,,natural light,,,,ecological/natural,,,,174,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,FKLI5MXPgapM6X,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to natural light

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Exposure to natural light",recTLPH2cPDES12kp,,
awareness of capabilities of group members,rec528go8574DjBaM,Familiarity of group members' strengths,,,,knowledge,awareness,of,,capabilities of group members,,,,individual/human,,,,175,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,R14hrIdjGVHlWk,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of capabilities of group members

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Familiarity of group members' strengths",rec528go8574DjBaM,,
familiarity with videoconferencing,recUGCzWZJrJUh8LO,Familiarity of how to use online video platforms,,,,knowledge,familiarity,with,,videoconferencing,,,,individual/human,,,,176,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,GFyAZzRDlcFSxm,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with videoconferencing

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Familiarity of how to use online video platforms",recUGCzWZJrJUh8LO,,
familiarity with market layout,rec2KCHfzuHUSfAHL,Familiarity with market layout,,,,knowledge,familiarity,with,,market layout,,,,individual/human,,,,177,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OJyIi9CTwaDktj,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with market layout

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Familiarity with market layout",rec2KCHfzuHUSfAHL,,
flexibility in work schedule,recD3Z7iCUreuQT7N,Flexibility in work hours,,,,state,flexibility,in,,work schedule,,,,social,,,,178,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,p2V8lc2DQMeDTl,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
flexibility in work schedule

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Flexibility in work hours",recD3Z7iCUreuQT7N,,
frequency of bringing lunch to work,recMUnlvaV9YornzV,Frequency of bringing lunch from home during the workday,,,,action/event,frequency,of,,bringing lunch to work,,,,individual/human,,,,179,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,yTjmyK3lAGP7lt,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of bringing lunch to work

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of bringing lunch from home during the workday",recMUnlvaV9YornzV,,
frequency of cooking at home,rec6BCcK0Ic2YLGco,Frequency of cooking at home,,,,action/event,frequency,of,,cooking at home,,,,individual/human,,,,180,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,SAydNAQoEg9qYW,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of cooking at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of cooking at home",rec6BCcK0Ic2YLGco,,
frequency of eating out ,recwdImlJUty4VI2g,Frequency of eating out,,,,action/event,frequency,of,,eating out ,,,,manufactured,,,,181,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,icEnoj2FamjsOO,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of eating out 

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of eating out",recwdImlJUty4VI2g,,
frequency of shopping | grocery stores,rec2YInVxGrSRRmR0,Frequency of grocery shopping,,,,action/event,frequency,of,,shopping,grocery stores,,,manufactured, | grocery stores,,,182,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OXEoY7ODu9f6Dy,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of shopping | grocery stores

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of grocery shopping",rec2YInVxGrSRRmR0,,
